"CodeObj","Vaddr","Instruction","Hitcount","Latency","Stall","Idle","Source"
1,109192,"s_addc_u32 s15, s5, -1",32,128,0,0,""
1,109196,"s_lshl_b32 s12, s6, 2",32,128,0,0,""
1,109200,"s_cmp_lg_u64 s[14:15], 0",32,128,0,0,""
1,109204,"s_cbranch_scc0 748",32,128,0,128,""
1,109208,"s_add_u32 s8, s12, 0",0,0,0,0,""
1,109212,"s_addc_u32 s9, 0, 0",0,0,0,0,""
1,109216,"s_xor_b64 s[10:11], s[8:9], 0",0,0,0,0,""
1,109220,"v_cvt_f32_u32_e32 v1, s10",0,0,0,0,""
1,109224,"v_cvt_f32_u32_e32 v4, s11",0,0,0,0,""
1,109228,"s_sub_u32 s14, 0, s10",0,0,0,0,""
1,109232,"s_subb_u32 s18, 0, s11",0,0,0,0,""
1,109236,"v_fmamk_f32 v1, v4, 0x4f800000, v1",0,0,0,0,""
1,109244,"v_rcp_f32_e32 v1, v1",0,0,0,0,""
1,109248,"s_nop 0",0,0,0,0,""
1,109252,"v_mul_f32_e32 v1, 0x5f7ffffc, v1",0,0,0,0,""
1,109260,"v_mul_f32_e32 v4, 0x2f800000, v1",0,0,0,0,""
1,109268,"v_trunc_f32_e32 v4, v4",0,0,0,0,""
1,109272,"v_fmamk_f32 v1, v4, 0xcf800000, v1",0,0,0,0,""
1,109280,"v_cvt_u32_f32_e32 v4, v4",0,0,0,0,""
1,109284,"v_cvt_u32_f32_e32 v1, v1",0,0,0,0,""
1,109288,"v_readfirstlane_b32 s19, v4",0,0,0,0,""
1,109292,"v_readfirstlane_b32 s16, v1",0,0,0,0,""
1,109296,"s_mul_i32 s17, s14, s19",0,0,0,0,""
1,109300,"s_mul_hi_u32 s21, s14, s16",0,0,0,0,""
1,109304,"s_mul_i32 s20, s18, s16",0,0,0,0,""
1,109308,"s_add_i32 s17, s21, s17",0,0,0,0,""
1,109312,"s_add_i32 s17, s17, s20",0,0,0,0,""
1,109316,"s_mul_i32 s23, s14, s16",0,0,0,0,""
1,109320,"s_mul_i32 s21, s16, s17",0,0,0,0,""
1,109324,"s_mul_hi_u32 s24, s16, s23",0,0,0,0,""
1,109328,"s_mul_hi_u32 s20, s16, s17",0,0,0,0,""
1,109332,"s_add_u32 s21, s24, s21",0,0,0,0,""
1,109336,"s_addc_u32 s20, 0, s20",0,0,0,0,""
1,109340,"s_mul_hi_u32 s25, s19, s23",0,0,0,0,""
1,109344,"s_mul_i32 s23, s19, s23",0,0,0,0,""
1,109348,"s_add_u32 s21, s21, s23",0,0,0,0,""
1,109352,"s_mul_hi_u32 s24, s19, s17",0,0,0,0,""
1,109356,"s_addc_u32 s20, s20, s25",0,0,0,0,""
1,109360,"s_addc_u32 s21, s24, 0",0,0,0,0,""
1,109364,"s_mul_i32 s17, s19, s17",0,0,0,0,""
1,109368,"s_add_u32 s17, s20, s17",0,0,0,0,""
1,109372,"s_addc_u32 s20, 0, s21",0,0,0,0,""
1,109376,"s_add_u32 s21, s16, s17",0,0,0,0,""
1,109380,"s_cselect_b64 s[16:17], -1, 0",0,0,0,0,""
1,109384,"s_cmp_lg_u64 s[16:17], 0",0,0,0,0,""
1,109388,"s_addc_u32 s19, s19, s20",0,0,0,0,""
1,109392,"s_mul_i32 s16, s14, s19",0,0,0,0,""
1,109396,"s_mul_hi_u32 s17, s14, s21",0,0,0,0,""
1,109400,"s_add_i32 s16, s17, s16",0,0,0,0,""
1,109404,"s_mul_i32 s18, s18, s21",0,0,0,0,""
1,109408,"s_add_i32 s16, s16, s18",0,0,0,0,""
1,109412,"s_mul_i32 s14, s14, s21",0,0,0,0,""
1,109416,"s_mul_hi_u32 s18, s19, s14",0,0,0,0,""
1,109420,"s_mul_i32 s20, s19, s14",0,0,0,0,""
1,109424,"s_mul_i32 s24, s21, s16",0,0,0,0,""
1,109428,"s_mul_hi_u32 s14, s21, s14",0,0,0,0,""
1,109432,"s_mul_hi_u32 s23, s21, s16",0,0,0,0,""
1,109436,"s_add_u32 s14, s14, s24",0,0,0,0,""
1,109440,"s_addc_u32 s23, 0, s23",0,0,0,0,""
1,109444,"s_add_u32 s14, s14, s20",0,0,0,0,""
1,109448,"s_mul_hi_u32 s17, s19, s16",0,0,0,0,""
1,109452,"s_addc_u32 s14, s23, s18",0,0,0,0,""
1,109456,"s_addc_u32 s17, s17, 0",0,0,0,0,""
1,109460,"s_mul_i32 s16, s19, s16",0,0,0,0,""
1,109464,"s_add_u32 s14, s14, s16",0,0,0,0,""
1,109468,"s_addc_u32 s18, 0, s17",0,0,0,0,""
1,109472,"s_add_u32 s20, s21, s14",0,0,0,0,""
1,109476,"s_cselect_b64 s[16:17], -1, 0",0,0,0,0,""
1,109480,"s_cmp_lg_u64 s[16:17], 0",0,0,0,0,""
1,109484,"s_addc_u32 s18, s19, s18",0,0,0,0,""
1,109488,"s_ashr_i32 s16, s15, 31",0,0,0,0,""
1,109492,"s_add_u32 s14, s7, s16",0,0,0,0,""
1,109496,"s_mov_b32 s17, s16",0,0,0,0,""
1,109500,"s_addc_u32 s15, s15, s16",0,0,0,0,""
1,109504,"s_xor_b64 s[14:15], s[14:15], s[16:17]",0,0,0,0,""
1,109508,"s_mul_i32 s21, s14, s18",0,0,0,0,""
1,109512,"s_mul_hi_u32 s23, s14, s20",0,0,0,0,""
1,109516,"s_mul_hi_u32 s19, s14, s18",0,0,0,0,""
1,109520,"s_add_u32 s21, s23, s21",0,0,0,0,""
1,109524,"s_addc_u32 s19, 0, s19",0,0,0,0,""
1,109528,"s_mul_hi_u32 s24, s15, s20",0,0,0,0,""
1,109532,"s_mul_i32 s20, s15, s20",0,0,0,0,""
1,109536,"s_add_u32 s20, s21, s20",0,0,0,0,""
1,109540,"s_mul_hi_u32 s23, s15, s18",0,0,0,0,""
1,109544,"s_addc_u32 s19, s19, s24",0,0,0,0,""
1,109548,"s_addc_u32 s20, s23, 0",0,0,0,0,""
1,109552,"s_mul_i32 s18, s15, s18",0,0,0,0,""
1,109556,"s_add_u32 s23, s19, s18",0,0,0,0,""
1,109560,"s_addc_u32 s24, 0, s20",0,0,0,0,""
1,109564,"s_mul_i32 s18, s10, s24",0,0,0,0,""
1,109568,"s_mul_hi_u32 s19, s10, s23",0,0,0,0,""
1,109572,"s_add_i32 s18, s19, s18",0,0,0,0,""
1,109576,"s_mul_i32 s19, s11, s23",0,0,0,0,""
1,109580,"s_add_i32 s25, s18, s19",0,0,0,0,""
1,109584,"s_sub_i32 s20, s15, s25",0,0,0,0,""
1,109588,"s_mul_i32 s18, s10, s23",0,0,0,0,""
1,109592,"s_sub_u32 s14, s14, s18",0,0,0,0,""
1,109596,"s_cselect_b64 s[18:19], -1, 0",0,0,0,0,""
1,109600,"s_cmp_lg_u64 s[18:19], 0",0,0,0,0,""
1,109604,"s_subb_u32 s26, s20, s11",0,0,0,0,""
1,109608,"s_sub_u32 s27, s14, s10",0,0,0,0,""
1,109612,"s_cselect_b64 s[20:21], -1, 0",0,0,0,0,""
1,109616,"s_cmp_lg_u64 s[20:21], 0",0,0,0,0,""
1,109620,"s_subb_u32 s20, s26, 0",0,0,0,0,""
1,109624,"s_cmp_ge_u32 s20, s11",0,0,0,0,""
1,109628,"s_cselect_b32 s21, -1, 0",0,0,0,0,""
1,109632,"s_cmp_ge_u32 s27, s10",0,0,0,0,""
1,109636,"s_cselect_b32 s26, -1, 0",0,0,0,0,""
1,109640,"s_cmp_eq_u32 s20, s11",0,0,0,0,""
1,109644,"s_cselect_b32 s20, s26, s21",0,0,0,0,""
1,109648,"s_add_u32 s21, s23, 1",0,0,0,0,""
1,109652,"s_addc_u32 s26, s24, 0",0,0,0,0,""
1,109656,"s_add_u32 s27, s23, 2",0,0,0,0,""
1,109660,"s_addc_u32 s28, s24, 0",0,0,0,0,""
1,109664,"s_cmp_lg_u32 s20, 0",0,0,0,0,""
1,109668,"s_cselect_b32 s20, s27, s21",0,0,0,0,""
1,109672,"s_cselect_b32 s21, s28, s26",0,0,0,0,""
1,109676,"s_cmp_lg_u64 s[18:19], 0",0,0,0,0,""
1,109680,"s_subb_u32 s15, s15, s25",0,0,0,0,""
1,109684,"s_cmp_ge_u32 s15, s11",0,0,0,0,""
1,109688,"s_cselect_b32 s18, -1, 0",0,0,0,0,""
1,109692,"s_cmp_ge_u32 s14, s10",0,0,0,0,""
1,109696,"s_cselect_b32 s10, -1, 0",0,0,0,0,""
1,109700,"s_cmp_eq_u32 s15, s11",0,0,0,0,""
1,109704,"s_cselect_b32 s10, s10, s18",0,0,0,0,""
1,109708,"s_cmp_lg_u32 s10, 0",0,0,0,0,""
1,109712,"s_cselect_b32 s11, s21, s24",0,0,0,0,""
1,109716,"s_cselect_b32 s10, s20, s23",0,0,0,0,""
1,109720,"s_xor_b64 s[14:15], s[16:17], 0",0,0,0,0,""
1,109724,"s_xor_b64 s[10:11], s[10:11], s[14:15]",0,0,0,0,""
1,109728,"s_sub_u32 s10, s10, s14",0,0,0,0,""
1,109732,"s_subb_u32 s11, s11, s15",0,0,0,0,""
1,109736,"s_cbranch_execnz 24",0,0,0,0,""
1,109740,"v_cvt_f32_u32_e32 v1, s12",32,628,500,664,""
1,109744,"s_sub_i32 s8, 0, s12",32,6404,6276,0,""
1,109748,"s_mov_b32 s11, 0",32,200,72,0,""
1,109752,"v_rcp_iflag_f32_e32 v1, v1",32,6332,5820,0,""
1,109756,"s_nop 0",32,128,128,0,""
1,109760,"v_mul_f32_e32 v1, 0x4f7ffffe, v1",32,208,80,28,""
1,109768,"v_cvt_u32_f32_e32 v1, v1",32,1464,1336,0,""
1,109772,"s_nop 0",32,128,128,0,""
1,109776,"v_readfirstlane_b32 s9, v1",32,860,732,0,""
1,109780,"s_mul_i32 s8, s8, s9",32,4052,3924,512,""
1,109784,"s_mul_hi_u32 s8, s9, s8",32,412,284,0,""
1,109788,"s_add_i32 s9, s9, s8",32,384,256,0,""
1,109792,"s_mul_hi_u32 s8, s7, s9",32,332,204,0,""
1,109796,"s_mul_i32 s10, s8, s12",32,496,368,0,""
1,109800,"s_sub_i32 s7, s7, s10",32,344,216,0,""
1,109804,"s_add_i32 s9, s8, 1",32,144,16,0,""
1,109808,"s_sub_i32 s10, s7, s12",32,608,480,0,""
1,109812,"s_cmp_ge_u32 s7, s12",32,200,72,0,""
1,109816,"s_cselect_b32 s8, s9, s8",32,160,32,0,""
1,109820,"s_cselect_b32 s7, s10, s7",32,256,128,0,""
1,109824,"s_add_i32 s9, s8, 1",32,140,12,0,""
1,109828,"s_cmp_ge_u32 s7, s12",32,300,172,0,""
1,109832,"s_cselect_b32 s10, s9, s8",32,168,40,0,""
1,109836,"v_mov_b32_e32 v1, 0",32,144,16,0,""
1,109840,"v_mov_b32_e32 v4, s2",32,236,108,0,""
1,109844,"v_mad_u64_u32 v[4:5], s[8:9], s3, v4, v[0:1]",32,240,112,0,""
1,109852,"s_add_u32 s7, s10, 1",32,144,16,512,""
1,109856,"s_addc_u32 s8, s11, 0",32,184,56,0,""
1,109860,"s_mul_hi_u32 s9, s22, s3",32,204,76,0,""
1,109864,"s_mul_i32 s8, s6, s8",32,164,36,0,""
1,109868,"s_mul_hi_u32 s10, s6, s7",32,312,184,0,""
1,109872,"s_add_i32 s8, s10, s8",32,200,72,0,""
1,109876,"s_mul_i32 s9, s9, s7",32,796,668,0,""
1,109880,"s_add_i32 s9, s8, s9",32,188,60,0,""
1,109884,"s_mul_i32 s8, s6, s7",32,196,68,0,""
1,109888,"s_lshl_b64 s[14:15], s[8:9], 2",32,180,52,0,""
1,109892,"v_cmp_gt_i64_e32 vcc, s[14:15], v[4:5]",32,11368,11240,0,""
1,109896,"s_and_saveexec_b64 s[8:9], vcc",32,128,0,512,""
1,109900,"s_cbranch_execz 573",32,128,0,128,""
1,109904,"s_load_dwordx4 s[8:11], s[0:1], 0x38",32,136,8,0,""
1,109912,"s_load_dwordx2 s[16:17], s[0:1], 0x30",32,128,0,0,""
1,109920,"s_mov_b64 s[0:1], 0xf1bbcdc8",32,568,440,288,""
1,109928,"v_mov_b32_e32 v38, v3",32,248,120,0,""
1,109932,"v_mov_b32_e32 v39, v1",32,152,24,0,""
1,109936,"v_lshl_add_u64 v[6:7], v[2:3], 0, s[0:1]",32,24332,24204,0,""
1,109944,"s_mov_b64 s[0:1], 0x1fd5c5a3",32,644,516,0,""
1,109952,"v_lshl_add_u64 v[8:9], v[38:39], 0, s[0:1]",32,54924,54796,0,""
1,109960,"s_mov_b64 s[0:1], 0xb54cda56",32,180,52,0,""
1,109968,"v_lshl_add_u64 v[10:11], v[2:3], 0, s[0:1]",32,16448,16320,0,""
1,109976,"s_mov_b64 s[0:1], 0xa9066899",32,292,164,0,""
1,109984,"v_lshl_add_u64 v[12:13], v[38:39], 0, s[0:1]",32,12060,11932,0,""
1,109992,"s_mov_b64 s[0:1], 0x78dde6e4",32,300,168,0,""
1,110000,"v_lshl_add_u64 v[14:15], v[2:3], 0, s[0:1]",32,11360,11232,0,""
1,110008,"s_mov_b64 s[0:1], 0x32370b8f",32,296,168,0,""
1,110016,"v_lshl_add_u64 v[16:17], v[38:39], 0, s[0:1]",32,10052,9924,0,""
1,110024,"s_mov_b64 s[0:1], 0x3c6ef372",32,184,52,0,""
1,110032,"v_lshl_add_u64 v[18:19], v[2:3], 0, s[0:1]",32,11392,11264,0,""
1,110040,"s_mov_b64 s[0:1], 0xbb67ae85",32,208,76,0,""
1,110048,"v_lshrrev_b32_e32 v1, 2, v25",32,208,80,0,""
1,110052,"s_mov_b32 s24, 0xcd9e8d57",32,172,40,0,""
1,110060,"v_lshl_add_u64 v[20:21], v[38:39], 0, s[0:1]",32,7952,7820,0,""
1,110068,"v_xor_b32_e32 v1, v2, v1",32,256,120,0,""
1,110072,"v_mad_u64_u32 v[26:27], s[0:1], v4, s24, 0",32,700,572,0,""
1,110080,"v_xor_b32_e32 v1, v1, v27",32,180,48,0,""
1,110084,"s_mov_b32 s25, 0xd2511f53",32,132,4,336,""
1,110092,"v_mad_u64_u32 v[28:29], s[0:1], v1, s25, 0",32,2288,2156,0,""
1,110100,"v_alignbit_b32 v7, v25, v24, 2",32,2924,2796,0,""
1,110108,"v_and_b32_e32 v46, 3, v24",32,212,84,0,""
1,110112,"v_xor_b32_e32 v1, v20, v29",32,152,24,0,""
1,110116,"v_lshrrev_b64 v[22:23], 2, v[24:25]",32,2272,2144,0,""
1,110124,"v_mad_u64_u32 v[24:25], s[0:1], v7, s25, 0",32,640,512,0,""
1,110132,"v_xor_b32_e32 v1, v1, v24",32,188,60,0,""
1,110136,"v_xor_b32_e32 v7, v25, v3",32,184,56,0,""
1,110140,"v_mad_u64_u32 v[30:31], s[0:1], v1, s24, 0",32,724,596,0,""
1,110148,"v_xor_b32_e32 v7, v7, v5",32,236,108,0,""
1,110152,"v_xor_b32_e32 v1, v18, v31",32,216,88,0,""
1,110156,"v_mad_u64_u32 v[32:33], s[0:1], v7, s24, 0",32,668,540,0,""
1,110164,"v_xor_b32_e32 v1, v1, v32",32,180,52,0,""
1,110168,"v_mad_u64_u32 v[34:35], s[0:1], v1, s25, 0",32,428,300,0,""
1,110176,"s_mov_b64 s[0:1], 0x9e3779b9",32,216,88,512,""
1,110184,"s_nop 0",32,128,128,0,""
1,110188,"v_lshl_add_u64 v[24:25], v[2:3], 0, s[0:1]",32,5860,5732,0,""
1,110196,"v_xor_b32_e32 v7, v24, v33",32,188,60,0,""
1,110200,"v_xor_b32_e32 v7, v7, v26",32,268,136,0,""
1,110204,"v_xor_b32_e32 v1, v16, v35",32,152,20,0,""
1,110208,"v_mad_u64_u32 v[32:33], s[0:1], v7, s25, 0",32,708,580,0,""
1,110216,"v_xor_b32_e32 v1, v1, v32",32,180,52,0,""
1,110220,"v_mad_u64_u32 v[36:37], s[0:1], v1, s24, 0",32,1324,1196,0,""
1,110228,"s_mov_b64 s[0:1], 0x76cf5d0a",32,404,272,512,""
1,110236,"s_nop 0",32,128,128,0,""
1,110240,"v_lshl_add_u64 v[26:27], v[38:39], 0, s[0:1]",32,4596,4468,0,""
1,110248,"v_xor_b32_e32 v7, v26, v33",32,260,132,0,""
1,110252,"v_xor_b32_e32 v7, v7, v28",32,308,180,0,""
1,110256,"v_xor_b32_e32 v1, v14, v37",32,176,48,0,""
1,110260,"v_mad_u64_u32 v[32:33], s[0:1], v7, s24, 0",32,820,692,0,""
1,110268,"v_xor_b32_e32 v1, v1, v32",32,176,44,0,""
1,110272,"v_mad_u64_u32 v[40:41], s[0:1], v1, s25, 0",32,652,520,0,""
1,110280,"s_mov_b64 s[0:1], 0xdaa66d2b",32,244,108,508,""
1,110288,"s_nop 0",32,128,128,0,""
1,110292,"v_lshl_add_u64 v[28:29], v[2:3], 0, s[0:1]",32,6812,6684,0,""
1,110300,"v_xor_b32_e32 v7, v28, v33",32,240,108,0,""
1,110304,"v_xor_b32_e32 v7, v7, v30",32,176,48,0,""
1,110308,"v_xor_b32_e32 v1, v12, v41",32,208,80,0,""
1,110312,"v_mad_u64_u32 v[32:33], s[0:1], v7, s25, 0",32,1004,876,0,""
1,110320,"v_xor_b32_e32 v1, v1, v32",32,256,128,0,""
1,110324,"v_mad_u64_u32 v[42:43], s[0:1], v1, s24, 0",32,580,452,0,""
1,110332,"s_mov_b64 s[0:1], 0xed9eba14",32,164,36,840,""
1,110340,"s_nop 0",32,128,128,0,""
1,110344,"v_lshl_add_u64 v[30:31], v[38:39], 0, s[0:1]",32,5880,5748,0,""
1,110352,"v_xor_b32_e32 v7, v30, v33",32,228,100,0,""
1,110356,"v_xor_b32_e32 v7, v7, v34",32,236,108,0,""
1,110360,"v_xor_b32_e32 v1, v10, v43",32,184,56,0,""
1,110364,"v_mad_u64_u32 v[34:35], s[0:1], v7, s24, 0",32,1332,1204,0,""
1,110372,"v_xor_b32_e32 v1, v1, v34",32,256,128,0,""
1,110376,"v_mad_u64_u32 v[50:51], s[0:1], v1, s25, 0",32,792,664,0,""
1,110384,"s_mov_b64 s[0:1], 0x1715609d",32,156,28,512,""
1,110392,"s_nop 0",32,128,128,0,""
1,110396,"v_lshl_add_u64 v[32:33], v[2:3], 0, s[0:1]",32,5856,5728,0,""
1,110404,"v_xor_b32_e32 v7, v32, v35",32,316,188,0,""
1,110408,"v_xor_b32_e32 v7, v7, v36",32,252,124,0,""
1,110412,"v_xor_b32_e32 v1, v8, v51",32,248,120,0,""
1,110416,"v_mad_u64_u32 v[36:37], s[0:1], v7, s25, 0",32,776,648,0,""
1,110424,"v_xor_b32_e32 v1, v1, v36",32,256,128,0,""
1,110428,"v_mad_u64_u32 v[52:53], s[0:1], v1, s24, 0",32,496,368,20,""
1,110436,"s_mov_b64 s[0:1], 0x646e171e",32,228,96,512,""
1,110444,"s_nop 0",32,128,128,0,""
1,110448,"v_lshl_add_u64 v[34:35], v[38:39], 0, s[0:1]",32,4916,4788,0,""
1,110456,"v_xor_b32_e32 v7, v34, v37",32,312,184,0,""
1,110460,"v_xor_b32_e32 v7, v7, v40",32,308,180,0,""
1,110464,"v_xor_b32_e32 v1, v6, v53",32,168,40,0,""
1,110468,"v_mad_u64_u32 v[40:41], s[0:1], v7, s24, 0",32,792,664,0,""
1,110476,"v_xor_b32_e32 v1, v1, v40",32,208,80,0,""
1,110480,"v_mad_u64_u32 v[44:45], s[0:1], v1, s25, 0",32,652,524,0,""
1,110488,"s_mov_b64 s[0:1], 0x5384540f",32,488,360,512,""
1,110496,"s_nop 0",32,128,128,0,""
1,110500,"v_lshl_add_u64 v[36:37], v[2:3], 0, s[0:1]",32,5984,5856,0,""
1,110508,"v_xor_b32_e32 v1, v36, v41",32,200,72,0,""
1,110512,"v_xor_b32_e32 v1, v1, v42",32,180,52,0,""
1,110516,"v_mad_u64_u32 v[40:41], s[0:1], v1, s25, 0",32,664,532,0,""
1,110524,"s_mov_b64 s[0:1], 0xdb3d7428",32,132,4,508,""
1,110532,"v_add_u32_e32 v48, 0x96a522ad, v3",32,228,100,0,""
1,110540,"v_xor_b32_e32 v1, v45, v40",32,424,296,0,""
